iter	MultiClass
515	1.268641049
516	1.267845955
517	1.26711208
518	1.266416449
519	1.265683475
520	1.264990033
521	1.264201602
522	1.263403664
523	1.262604783
524	1.261874669
525	1.26106698
526	1.260421344
527	1.259746985
528	1.259003639
529	1.258455223
530	1.257835407
531	1.257077823
532	1.256483156
533	1.255888371
534	1.255112586
535	1.254425359
536	1.25389713
537	1.253062327
538	1.252376291
539	1.251546886
540	1.250603601
541	1.250057164
542	1.249526661
543	1.248788658
544	1.248086362
545	1.247214499
546	1.246738871
547	1.245997267
548	1.245276428
549	1.244464644
550	1.243690452
551	1.242851097
552	1.242054446
553	1.241357538
554	1.240560989
555	1.239864847
556	1.239132684
557	1.238406748
558	1.237709665
559	1.237069638
560	1.236385669
561	1.235753524
562	1.234939824
563	1.234003374
564	1.233488329
565	1.232745402
566	1.231977629
567	1.231317065
568	1.230550739
569	1.229871635
570	1.229312183
571	1.228544793
572	1.227900973
573	1.227395011
574	1.226746119
575	1.226286051
576	1.225708642
577	1.225041878
578	1.224399609
579	1.223571636
580	1.223000513
581	1.222186315
582	1.221693197
583	1.221089518
584	1.220412871
585	1.219704625
586	1.218987272
587	1.218406209
588	1.21762772
589	1.216833193
590	1.216264576
591	1.215698087
592	1.215188399
593	1.214769366
594	1.214156735
595	1.213513617
596	1.212851943
597	1.21217987
598	1.211331104
599	1.210659617
600	1.2098591
601	1.209196496
602	1.208493976
603	1.20743387
604	1.206706421
605	1.206277242
606	1.205580689
607	1.204922285
608	1.204455997
609	1.2037219
610	1.203121892
611	1.202451422
612	1.201565302
613	1.200798125
614	1.200110548
615	1.199541271
616	1.198804519
617	1.198208123
618	1.197613523
619	1.197039836
620	1.196243364
621	1.195687392
622	1.194866804
623	1.194271445
624	1.193546508
625	1.193088687
626	1.192472514
627	1.191721048
628	1.191116
629	1.190641537
630	1.190176355
631	1.18954641
632	1.189049956
633	1.188318095
634	1.187594773
635	1.186927201
636	1.186271974
637	1.18564607
638	1.185006598
639	1.18458219
640	1.184029721
641	1.183230823
642	1.18268216
643	1.181965859
644	1.181308736
645	1.180575302
646	1.179795982
647	1.178939251
648	1.178277772
649	1.177535325
650	1.176937333
651	1.176392434
652	1.175623222
653	1.175046183
654	1.174401698
655	1.173763476
656	1.173283537
657	1.172562607
658	1.172034084
659	1.171490855
660	1.170952479
661	1.170405626
662	1.169808096
663	1.169325788
664	1.168860299
665	1.168354596
666	1.167712116
667	1.16697842
668	1.166424239
669	1.165803093
670	1.165097242
671	1.164433237
672	1.163613882
673	1.162894229
674	1.162426558
675	1.161783872
676	1.161129426
677	1.160746662
678	1.160132041
679	1.159414536
680	1.158783343
681	1.15807979
682	1.157550727
683	1.156997189
684	1.156631773
685	1.156002262
686	1.155409129
687	1.154838521
688	1.154353387
689	1.153667746
690	1.153081162
691	1.152711838
692	1.152109609
693	1.151629539
694	1.151177619
695	1.150370457
696	1.149919922
697	1.149446573
698	1.148692373
699	1.148176796
700	1.147668527
701	1.147108703
702	1.146563783
703	1.145859461
704	1.145243681
705	1.144685972
706	1.144178984
707	1.143462048
708	1.142960328
709	1.14254542
710	1.141991293
711	1.141543896
712	1.14100019
713	1.140480282
714	1.139848157
715	1.139371536
716	1.138782493
717	1.138246896
718	1.137775704
719	1.13712605
720	1.136597294
721	1.135854498
722	1.135384895
723	1.13471419
724	1.134334001
725	1.133814321
726	1.133217024
727	1.132685128
728	1.132110775
729	1.131679464
730	1.131004003
731	1.130403537
732	1.129989588
733	1.129640266
734	1.129039132
735	1.12847098
736	1.128006422
737	1.127394933
738	1.126776288
739	1.126270175
740	1.125709394
741	1.125129988
742	1.12461257
743	1.124071395
744	1.12358798
745	1.123088766
746	1.122597535
747	1.122175427
748	1.121818738
749	1.121168079
750	1.12057009
751	1.11988199
752	1.119488608
753	1.119092837
754	1.118587241
755	1.118074284
756	1.117599525
757	1.11712761
758	1.116742851
759	1.116248786
760	1.115753478
761	1.115242643
762	1.114710927
763	1.114194994
764	1.113621662
765	1.113257377
766	1.112830863
767	1.112305456
768	1.111725274
769	1.111014683
770	1.110656203
771	1.110127704
772	1.109632958
773	1.108968301
774	1.108516555
775	1.108077619
776	1.107683052
777	1.107205783
778	1.106691645
779	1.106224715
780	1.105684073
781	1.105299115
782	1.104801003
783	1.104474079
784	1.104066836
785	1.103572145
786	1.103135259
787	1.102722173
788	1.102130016
789	1.101600386
790	1.101177131
791	1.100707973
792	1.100361821
793	1.099798093
794	1.09933867
795	1.098785544
796	1.09847549
797	1.098027378
798	1.097567448
799	1.09699643
800	1.096638123
801	1.096195501
802	1.095627941
803	1.095230265
804	1.094675259
805	1.094323001
806	1.093868361
807	1.093375041
808	1.092864968
809	1.092462122
810	1.092041522
811	1.091438255
812	1.090881143
813	1.090562546
814	1.090027053
815	1.089638897
816	1.089195729
817	1.088763698
818	1.088254761
819	1.087671216
820	1.087188489
821	1.086466436
822	1.085949634
823	1.085437662
824	1.084892946
825	1.084452323
826	1.084033738
827	1.083533559
828	1.083102722
829	1.082606258
830	1.082169642
831	1.081679944
832	1.081035321
833	1.080759362
834	1.080377629
835	1.080000153
836	1.079583052
837	1.079200213
838	1.078793313
839	1.078357727
840	1.07787013
841	1.077395367
842	1.076940481
843	1.076623699
844	1.076313812
845	1.075924345
846	1.075405644
847	1.074918984
848	1.074419515
849	1.074114138
850	1.073642497
851	1.073287866
852	1.072967123
853	1.072521126
854	1.072020491
855	1.071642009
856	1.071148102
857	1.070675276
858	1.07015931
859	1.069665467
860	1.069172226
861	1.068810645
862	1.068383948
863	1.067784628
864	1.067450963
865	1.066961606
866	1.066305824
867	1.06581222
868	1.065326728
869	1.065041696
870	1.064644
871	1.06414791
872	1.063831448
873	1.063506081
874	1.063015304
875	1.062709265
876	1.062251222
877	1.061703957
878	1.061172385
879	1.06067106
880	1.060256233
881	1.059932811
882	1.059525358
883	1.059097137
884	1.058493525
885	1.058047791
886	1.057589128
887	1.057092951
888	1.056406754
889	1.05582171
890	1.055517391
891	1.055089347
892	1.054750262
893	1.054301622
894	1.053836793
895	1.053572352
896	1.053125011
897	1.052789829
898	1.052151687
899	1.051536537
900	1.051059557
901	1.050652768
902	1.050167884
903	1.049646616
904	1.049087943
905	1.048685159
906	1.048229815
907	1.047891824
908	1.047364513
909	1.046909187
910	1.046480374
911	1.046105525
912	1.045590223
913	1.045251824
914	1.04489187
915	1.044395492
916	1.043955685
917	1.043660893
918	1.043336557
919	1.042776525
920	1.042425107
921	1.042031181
922	1.04156463
923	1.041175239
924	1.04079989
925	1.040467661
926	1.039993517
927	1.039688879
928	1.039393175
929	1.039015671
930	1.038587458
931	1.038255684
932	1.037820229
933	1.037434485
934	1.037052133
935	1.036698797
936	1.036253947
937	1.035834145
938	1.035445888
939	1.034970315
940	1.034550955
941	1.034028077
942	1.033536575
943	1.033207953
944	1.032842943
945	1.032402038
946	1.031993813
947	1.031682184
948	1.031400254
949	1.03099016
950	1.030459158
951	1.030070216
952	1.02966479
953	1.029281313
954	1.028825451
955	1.028400139
956	1.028086748
957	1.027678375
958	1.027199364
959	1.0267827
960	1.026485445
961	1.026060643
962	1.025579009
963	1.025146832
964	1.024704415
965	1.024143886
966	1.023722878
967	1.02340699
968	1.022966186
969	1.022527664
970	1.022076446
971	1.0217297
972	1.021258968
973	1.020839292
974	1.020544809
975	1.020216514
976	1.019765037
977	1.019350224
978	1.0189736
979	1.018442282
980	1.018057284
981	1.017682167
982	1.017280936
983	1.016883308
984	1.016519352
985	1.016110782
986	1.015688464
987	1.015266058
988	1.014783656
989	1.014279643
990	1.014015751
991	1.013714148
992	1.013348198
993	1.01297683
994	1.012734872
995	1.012348026
996	1.011977952
997	1.011606655
998	1.011273348
999	1.010967561
1000	1.010666487
1001	1.010408644
1002	1.010071446
1003	1.009710944
1004	1.009309754
1005	1.00899708
1006	1.008615091
1007	1.008238356
1008	1.007940309
1009	1.007442008
1010	1.007074895
1011	1.006605591
1012	1.006177114
1013	1.00575273
1014	1.005328807
1015	1.004853243
1016	1.004501149
1017	1.004057805
1018	1.0036178
1019	1.003256649
1020	1.002806537
1021	1.00254734
1022	1.002034267
1023	1.00163887
1024	1.001368015
1025	1.001071377
1026	1.000699993
1027	1.000392155
1028	0.9999507251
1029	0.9995659339
1030	0.9992653448
1031	0.9987372232
1032	0.9982957727
1033	0.9979272528
1034	0.9975566781
1035	0.9972529622
1036	0.9969269655
1037	0.9965542095
1038	0.9962906497
1039	0.9958972547
1040	0.9956500696
1041	0.995192096
1042	0.9948059738
1043	0.9943761773
1044	0.993982837
1045	0.9937286036
1046	0.9933196558
1047	0.9928765678
1048	0.9924884651
1049	0.9920669768
1050	0.9917329928
1051	0.9913286029
1052	0.9910223091
1053	0.9905747693
1054	0.990216002
1055	0.989608028
1056	0.9893134026
1057	0.9889488171
1058	0.9886021048
1059	0.988218271
1060	0.9879050096
1061	0.9875426078
1062	0.9872375868
1063	0.9868273342
1064	0.9864997434
1065	0.986187685
1066	0.9858035873
1067	0.9854225535
1068	0.985041097
1069	0.984695977
1070	0.9842862554
1071	0.9839785144
1072	0.9836017416
1073	0.9832151988
1074	0.982951281
1075	0.9826583788
1076	0.982383011
1077	0.9820785596
1078	0.9816499019
1079	0.9813419107
1080	0.9810333947
1081	0.9806643477
1082	0.9802710144
1083	0.9798445598
1084	0.9794516439
1085	0.9791404889
1086	0.9788150783
1087	0.9785436134
1088	0.978204558
1089	0.9778336455
1090	0.9774047468
1091	0.9769732896
1092	0.9766414076
1093	0.9763123645
1094	0.976010305
1095	0.9757199865
1096	0.9753698901
1097	0.9750618391
1098	0.974693918
1099	0.9743430261
1100	0.9740085102
1101	0.9735570411
1102	0.9731858712
1103	0.9728553634
1104	0.972541425
1105	0.9722099371
1106	0.971808343
1107	0.9715065455
1108	0.971052876
1109	0.9706292874
1110	0.9702940842
1111	0.969895069
1112	0.9695535421
1113	0.9692316769
1114	0.9688702359
1115	0.9685220902
1116	0.9680328701
1117	0.9677164313
1118	0.9672619315
1119	0.9669166138
1120	0.966747184
1121	0.9664206044
1122	0.9661415158
1123	0.9656992019
1124	0.9652766247
1125	0.9649355248
1126	0.9644902748
1127	0.9641638808
1128	0.9638655892
1129	0.963471556
1130	0.9632020525
1131	0.9627972787
1132	0.9623906276
1133	0.9621539738
1134	0.9617821639
1135	0.961452309
1136	0.9610851721
1137	0.9608520086
1138	0.9605145443
1139	0.9601649263
1140	0.9598941235
1141	0.9596649213
1142	0.9594050828
1143	0.9590903809
1144	0.9586550148
1145	0.9583445146
1146	0.9580545117
1147	0.9577067579
1148	0.9574310107
1149	0.9571562261
1150	0.9567434297
1151	0.9563564239
1152	0.9559815195
1153	0.9555923825
1154	0.9552532346
1155	0.9549089665
1156	0.9546599976
1157	0.9543256107
1158	0.9540513003
1159	0.9536248082
1160	0.9533616391
1161	0.9530632616
1162	0.9528480652
1163	0.9523801865
1164	0.9519520355
1165	0.9517400814
1166	0.9513364065
1167	0.950919792
1168	0.9506056845
1169	0.9502412752
1170	0.9499430621
1171	0.9495825025
1172	0.9492523608
1173	0.9488574618
1174	0.9485912657
1175	0.9482853706
1176	0.9480100897
1177	0.9476738608
1178	0.9473211079
1179	0.9470312532
1180	0.9467170325
1181	0.9464455524
1182	0.9460176572
1183	0.9456688827
1184	0.9453995646
1185	0.9450695319
1186	0.9447873682
1187	0.9445438173
1188	0.9442340221
1189	0.9439996874
1190	0.9437457947
1191	0.9434032508
1192	0.9431067657
1193	0.9428125782
1194	0.9425904
1195	0.9423471417
1196	0.9419492753
1197	0.9416379057
1198	0.9413106146
1199	0.9409109279
1200	0.9405247316
1201	0.9401430386
1202	0.9398656841
1203	0.9396110086
1204	0.9393425323
1205	0.9390681855
1206	0.9386565029
1207	0.9383140868
1208	0.9379448811
1209	0.9375090825
1210	0.9372039242
1211	0.9367673488
1212	0.9364685423
1213	0.9362235915
1214	0.9359453337
1215	0.9356667576
1216	0.9353156907
1217	0.9351196147
1218	0.9348613789
1219	0.9344711227
1220	0.9341269137
1221	0.93385919
1222	0.9335838166
1223	0.9332418699
1224	0.9329415972
1225	0.9326558691
1226	0.9323933691
1227	0.9321545761
1228	0.9318857479
1229	0.9315578128
1230	0.9313249762
1231	0.9311116396
1232	0.9307355956
1233	0.9304405946
1234	0.9301324445
1235	0.9297974558
1236	0.9295639877
1237	0.9292609734
1238	0.9290341466
1239	0.9287736973
1240	0.9284314764
1241	0.9280964614
1242	0.9277574928
1243	0.9274801818
1244	0.9272115839
1245	0.926933229
1246	0.9265256453
1247	0.9263240564
1248	0.9260510705
1249	0.9256435288
1250	0.925388849
1251	0.925098759
1252	0.9247032401
1253	0.9245152957
1254	0.9242627984
1255	0.9239535044
1256	0.9236348513
1257	0.9234056594
1258	0.9230487482
1259	0.9227878745
1260	0.9224715612
1261	0.9222072933
1262	0.9218029457
1263	0.9213695381
1264	0.9211051701
1265	0.9208579621
1266	0.9206406201
1267	0.9202753558
1268	0.9200546336
1269	0.919783843
1270	0.9194833519
1271	0.9192015701
1272	0.9188383822
1273	0.918543456
1274	0.9182927484
1275	0.9179246888
1276	0.9176130014
1277	0.9173035197
1278	0.9170142341
1279	0.9167452033
1280	0.9164817482
1281	0.9162449531
1282	0.9158576963
1283	0.9155394475
1284	0.9152684536
1285	0.9149683277
1286	0.9145633984
1287	0.9141956073
1288	0.9139505964
1289	0.9136640427
1290	0.9133705867
1291	0.9131116673
1292	0.9127282019
1293	0.9124161339
1294	0.9121662876
1295	0.9118029345
1296	0.9115559135
1297	0.9112546087
1298	0.9109883597
1299	0.9107752177
1300	0.9104841562
1301	0.9100454221
1302	0.9096794646
1303	0.9094441567
1304	0.9091689076
1305	0.9089577415
1306	0.9086844073
1307	0.90841986
1308	0.9080581516
1309	0.9076584049
1310	0.9073240958
1311	0.9070837031
1312	0.9068178614
1313	0.9065271996
1314	0.9062310885
1315	0.905908849
1316	0.905605462
1317	0.9052969522
1318	0.9048826491
1319	0.9044916167
1320	0.9042051848
1321	0.9039218627
1322	0.9036386943
1323	0.903377965
1324	0.9030588997
1325	0.9027786468
1326	0.9025471571
1327	0.9023032901
1328	0.9020690096
1329	0.9018056858
1330	0.9014511666
1331	0.9011572104
1332	0.900906655
1333	0.9006229315
1334	0.9003597184
1335	0.9000758231
1336	0.8997286096
1337	0.8994565157
1338	0.8992777295
1339	0.8989494211
1340	0.8986528062
1341	0.8982966096
1342	0.8979457912
1343	0.8976376716
1344	0.8973966985
1345	0.8971209166
1346	0.8967897464
1347	0.8965259354
1348	0.8962398744
1349	0.8959890315
1350	0.8957002844
1351	0.8953841336
1352	0.8950379369
1353	0.8948168089
1354	0.8944977229
1355	0.8941963079
1356	0.8938096554
1357	0.8935335723
1358	0.8932934107
1359	0.8930353523
1360	0.8927114312
1361	0.8924217869
1362	0.8921241695
1363	0.8918479569
1364	0.8916571995
1365	0.891297892
1366	0.891019766
1367	0.8908105638
1368	0.8904841583
1369	0.8901963161
1370	0.8898968083
1371	0.8896061398
1372	0.8892492933
1373	0.8889670526
1374	0.8886950495
1375	0.8884706837
1376	0.888243179
1377	0.8880751963
1378	0.8877980413
1379	0.8875298777
1380	0.8872834392
1381	0.8870522461
1382	0.886666777
1383	0.8863829771
1384	0.8861744873
1385	0.8858506263
1386	0.885580594
1387	0.8852306549
1388	0.8850413167
1389	0.8847948364
1390	0.8845238822
1391	0.8842562365
1392	0.8840553047
1393	0.8838268904
1394	0.8835762035
1395	0.883252602
1396	0.882959851
1397	0.8825982215
1398	0.8823578375
1399	0.8821371485
1400	0.8819470174
1401	0.8817245972
1402	0.8814130108
1403	0.8811746127
1404	0.8808996724
1405	0.8805864791
1406	0.8802380523
1407	0.8800480891
1408	0.8797642752
1409	0.8794796786
1410	0.8792116706
1411	0.8790236432
1412	0.8787140707
1413	0.87841347
1414	0.8781192472
1415	0.8778373557
1416	0.8776116437
1417	0.8773586744
1418	0.8769830436
1419	0.8767051127
1420	0.8765007332
1421	0.8761773922
1422	0.8758788664
1423	0.8756203857
1424	0.8753201729
1425	0.8750209109
1426	0.8747178313
1427	0.8744331655
1428	0.8741755029
1429	0.8738987029
1430	0.873643446
1431	0.8734278104
1432	0.8732636305
1433	0.8730336436
1434	0.872765618
1435	0.8724938157
1436	0.872228579
1437	0.8719705267
1438	0.871677478
1439	0.8714266993
1440	0.8711288078
1441	0.8709326564
1442	0.8706950295
1443	0.870400273
1444	0.8701110789
1445	0.8698349989
1446	0.8696043829
1447	0.8694005252
1448	0.8691431093
1449	0.8689264586
1450	0.8686727164
1451	0.8684455954
1452	0.8680998079
1453	0.8678840382
1454	0.8675420568
1455	0.8672329566
1456	0.8669639003
1457	0.8667038465
1458	0.8665007941
1459	0.8661957261
1460	0.8659939689
1461	0.8656943841
1462	0.865347872
1463	0.8650535949
1464	0.8647655579
1465	0.8644777563
1466	0.8642716522
1467	0.864069346
1468	0.8638095495
1469	0.8635288338
1470	0.8633414699
1471	0.8631250097
1472	0.8628823086
1473	0.8627287155
1474	0.8624538657
1475	0.8621371535
1476	0.8618573906
1477	0.8616551156
1478	0.8614013146
1479	0.8611551934
1480	0.8609359084
1481	0.8607203445
1482	0.8603703306
1483	0.8601030178
1484	0.8599246804
1485	0.8596759127
1486	0.8593705642
1487	0.8590600214
1488	0.8587159968
1489	0.8584107141
1490	0.8581601659
1491	0.8578548816
1492	0.8575786292
1493	0.8573601755
1494	0.8571473413
1495	0.8568812833
1496	0.8565981218
1497	0.8563747299
1498	0.8561832637
1499	0.8559355107
